Timestamp,Relative_Time,Left_Knee_Angle,Right_Knee_Angle,Trunk_Sway,Vibration_RMS,Acoustic_Signal
1788846364.9819238,10.81,72.87151859056857,69.79621647683811,39.22265463921238,0.105,2.35
1788846365.0125332,10.84,76.90504339027466,73.21721133719353,41.23804522397627,0.105,2.35
1788846365.042613,10.87,69.13182212901826,67.56109449152096,40.93805196651156,0.105,2.35
1788846365.0727897,10.9,72.52793204082184,67.92425971317147,39.84438977505113,0.105,2.35
1788846365.1051216,10.93,61.65274105281316,58.147555471606346,39.32787020993557,0.105,2.35
1788846365.1361527,10.97,51.634124981554486,46.94971708839834,39.31737098254988,0.115,2.708
1788846365.1671913,11.0,50.53241836007913,39.91866135616564,38.272802351080976,0.123,1.867
1788846365.196796,11.03,31.394028282324104,34.9075940995183,39.05187418795813,0.129,1.932
1788846365.2289956,11.06,37.13365757074104,36.529081571884944,38.82031439910996,0.129,2.225
1788846365.259012,11.09,36.76283807848196,37.79096199985017,38.38418401467291,0.13,2.2
1788846365.2905164,11.12,33.01149869185167,34.22912149397074,37.78205868088244,0.128,2.203
1788846365.3413448,11.17,49.29582734593522,42.20799892436746,36.7557688836583,0.119,2.453
1788846365.3706794,11.2,55.91131305616284,45.84173517787157,37.69873717090235,0.119,1.837
1788846365.4021962,11.23,62.176461684923325,57.121489387947385,39.12017886261751,0.121,2.038
1788846365.4334629,11.26,75.08822302435908,71.7260620373036,39.94162724152226,0.121,2.192
1788846365.4635348,11.29,123.01291375825062,133.67717894885766,39.74210210487373,0.135,2.929
1788846365.492132,11.32,102.75441327731905,119.74239547493502,40.06610550094533,0.135,1.893
1788846365.5211904,11.35,111.77724833098954,122.7743748901776,38.46247678139912,0.145,1.71
1788846365.5627415,11.39,124.44700530876548,133.42889970198686,36.277887859972125,0.146,2.129
1788846365.594296,11.42,135.88666037229763,139.20162385592144,35.10352527683858,0.146,2.228
1788846365.6272929,11.46,126.6136749680412,138.4848152622552,34.0575890279623,0.164,1.881
1788846365.6613023,11.49,127.54494044733865,139.011387537695,30.719183300637603,0.164,1.881
1788846365.692941,11.52,137.60738658262258,144.35783601654168,27.30164864781892,0.164,2.091
1788846365.723718,11.55,139.42714012983325,147.4651173974721,24.795290482940487,0.163,2.215
1788846365.7641416,11.59,145.65259963111,152.94182949190085,22.212425292744392,0.179,1.896
1788846365.794726,11.62,153.1752929188403,158.33398309838563,20.066932024381035,0.179,1.896
1788846365.82494,11.65,152.17106237112114,161.68724572228186,19.30255630895856,0.179,2.185
1788846365.8629606,11.69,158.60636936637138,164.28308840120246,17.53592973064243,0.181,2.112
1788846365.892489,11.72,164.0661982651276,168.82876835222683,15.453071465323283,0.181,2.276
1788846365.9260137,11.76,166.660312623896,168.75332023388827,13.285914186809675,0.181,2.29
1788846365.955568,11.79,167.71426213820789,169.54255820401315,10.346443173770028,0.198,3.137
1788846365.9912665,11.82,173.87464727094925,173.18575055274536,4.932589280570673,0.202,1.939
1788846366.0192668,11.85,174.8509842152817,171.78915542226105,5.075795790417785,0.207,1.883
1788846366.0560608,11.89,174.67065115584384,171.12879233382358,2.65228407672954,0.207,2.213
1788846366.0848186,11.91,174.90574939735598,174.44307636785672,0.9328069883669786,0.207,2.256
1788846366.1182675,11.95,175.2314627964017,174.43931923923782,1.30340394380714,0.207,2.245
1788846366.147334,11.98,174.46359753127155,173.07981035589884,1.1355829187706463,0.207,2.209
1788846366.1909428,12.02,174.93322396085736,173.41908245075183,1.550265103774476,0.207,2.292
1788846366.220146,12.05,175.55990764940594,173.0720596163303,1.4121318669743452,0.207,2.35
1788846366.2638946,12.09,175.5575782195546,173.13562885893083,1.2624435664914715,0.207,2.35
1788846366.3010297,12.13,174.5064067324069,173.06686324490192,1.7559940958302132,0.219,3.022
1788846366.328556,12.16,174.97851726302102,173.28790311181555,3.2179487830029267,0.219,2.35
1788846366.357798,12.19,173.2608733995941,173.3000991458831,3.2360575976202868,0.22,2.164
1788846366.3874185,12.22,172.496841371683,174.17102832191696,5.203961399501848,0.22,2.257
1788846366.4161084,12.25,169.63992638324436,174.66150650603626,5.571577073444573,0.22,2.222
1788846366.4477012,12.28,170.92562143360752,176.18905870013367,5.742121689100984,0.22,2.21
1788846366.5071836,12.34,174.08954924821265,175.18635540025943,6.118978133345106,0.22,2.35
1788846366.534243,12.36,177.47356617536315,174.15922667593122,6.542799300785363,0.22,2.35
1788846366.5633805,12.39,177.67548922087028,173.51467101925635,6.551001012016303,0.22,2.35
1788846366.593947,12.42,179.80849194462104,174.0063797737927,5.920347547327025,0.22,2.35
1788846366.6234505,12.45,179.95287042297383,174.46619874222588,5.248777782926354,0.22,2.35
1788846366.6634495,12.49,179.71005840090953,175.02561891865298,3.330540722627334,0.22,2.35
1788846366.6939876,12.52,179.5635580846847,175.23296809764454,3.3500642914952863,0.22,2.35
1788846366.7243066,12.55,179.66338796493682,175.31582194746576,3.036850244861592,0.22,2.35
1788846366.7601588,12.59,178.66630067915605,175.5272570845721,1.0760422776619831,0.22,2.35
1788846366.8019826,12.63,178.6219777217265,173.6410962951231,0.1444671081077202,0.22,2.35
1788846366.8329828,12.66,179.0737839988912,177.27047775643834,1.2971683586449088,0.22,2.35
1788846366.863499,12.69,179.4470643927497,177.2065805254039,1.074980203326085,0.22,2.35
1788846366.8931828,12.72,178.07045813826852,176.876388624098,1.4662845082308518,0.22,2.35
1788846366.924213,12.75,177.20910695583564,177.08949993131773,1.653681960686921,0.22,2.35
1788846366.956254,12.79,177.47114197178192,177.12593499786502,1.989566190967327,0.22,2.35
1788846367.0018322,12.83,178.41359851324074,175.66770249482684,2.5983777549371365,0.22,2.35
1788846367.0339165,12.86,178.89222276013615,174.44935795702594,2.735374232694429,0.22,2.35
1788846367.0618715,12.89,178.7981885059816,174.24955243605788,2.949313028873632,0.22,2.35
1788846367.090481,12.92,178.4374307984264,175.29849272863183,3.148814985292576,0.22,2.35
1788846367.1285264,12.96,178.670617701677,178.99396450547934,3.265329828881611,0.22,2.35
1788846367.1586783,12.99,179.47761785690895,178.33743819364173,3.450659329360149,0.22,2.35
1788846367.1884737,13.02,179.49592552816847,178.57691411719003,3.6930415613290943,0.22,2.35
1788846367.218573,13.05,179.62351657066557,178.21014344291254,3.832514285632484,0.22,2.35
1788846367.2646172,13.09,179.87294451629464,177.90744320360324,4.526395639861538,0.22,2.35
1788846367.3012447,13.13,179.6842445842284,177.74007110612905,4.596766668501618,0.22,2.35
1788846367.3292189,13.16,179.09772318309658,177.0019294296296,4.822733345340375,0.22,2.35
1788846367.3617344,13.19,178.97894797317818,177.48952565969788,4.87263221123683,0.22,2.35
1788846367.392303,13.22,178.94701236833728,178.2163569869572,3.831571425829165,0.22,2.35
1788846367.4204843,13.25,179.7333998039719,178.73324113813132,4.359659206713634,0.22,2.35
1788846367.4625049,13.29,178.61889037993097,178.97339692160136,3.946503521852713,0.22,2.35
1788846367.5002108,13.33,177.77977617692554,179.68239684188572,4.497374836763389,0.22,2.35
1788846367.5297625,13.36,178.19406349610378,179.57215090852583,4.495450076743486,0.22,2.35
1788846367.557101,13.39,177.3902202483513,179.40693879086356,4.206011069573973,0.22,2.35
1788846367.601544,13.43,177.1366821580679,179.9064471232007,4.125974589951811,0.22,2.35
1788846367.6338778,13.46,177.36621593800007,179.23556487527728,3.9660397860005383,0.22,2.35
1788846367.6628714,13.49,177.7381999353047,179.10986469071315,3.8835969490804585,0.22,2.35
1788846367.692725,13.52,178.06463206894088,178.9752428616342,4.02025195700802,0.22,2.35
1788846367.719811,13.55,176.2656018225386,177.33086717497412,3.7140080007916367,0.22,2.35
1788846367.771597,13.6,176.34250073787376,179.97947075980204,3.802947230436958,0.22,2.35
1788846367.8009388,13.63,176.48302041849678,178.33742203277475,3.8413415889210474,0.22,2.35
1788846367.8329432,13.66,176.4369116860935,176.71179614661813,3.6523889948069432,0.22,2.35
1788846367.861939,13.69,176.22164355207707,178.60713031851182,3.5891139913551764,0.22,2.35
1788846367.8924792,13.72,177.5154409199883,178.36824780716702,3.51614102356904,0.22,2.35
1788846367.9322498,13.76,175.8439019226982,176.6373075425841,1.9962864466736208,0.22,2.35
1788846367.962778,13.79,176.04839635049998,176.72035747330244,1.34123590796096,0.22,2.35
1788846367.9911397,13.82,175.4392868298055,175.91414546413952,1.1261611321480427,0.22,2.35
1788846368.0212383,13.85,174.5056727277034,176.60573147943543,1.124812579851282,0.22,2.35
1788846368.067768,13.9,176.2874749355182,175.23726881798504,1.4967578009771911,0.22,2.35
1788846368.0962882,13.93,175.48397299930926,176.76951379234512,1.1333147161781718,0.22,2.35
1788846368.1298115,13.96,176.62838651574788,176.46667845370013,0.9431336904350648,0.22,2.35
1788846368.1601398,13.99,175.55692428028215,175.9822571064892,1.0064063501116844,0.22,2.35
1788846368.1956675,14.03,172.88417029950392,174.29780640637418,1.53188800911904,0.218,2.35
1788846368.2317796,14.06,173.79475287132735,177.0761325282922,1.143500261165303,0.215,2.35
1788846368.262438,14.09,171.27540787647476,178.96744993280635,0.1850018162764564,0.21,2.35
1788846368.2951634,14.12,171.97881297149212,179.68215906277055,0.5485380383493847,0.207,2.35
1788846368.326433,14.16,169.87705352003962,176.03496688227995,0.6597950553597014,0.207,2.35
1788846368.3575013,14.19,168.01932031418684,168.0460477563265,1.1168078730125628,0.206,2.35
1788846368.4079158,14.24,166.65785517884535,156.65601271319937,1.0898687023253133,0.205,2.35
1788846368.438083,14.27,167.651058398928,157.54969032926417,1.0785442627761834,0.2,2.35
1788846368.4685836,14.3,164.08094067157535,157.50541792443545,0.8997282319358066,0.198,2.35
1788846368.4962058,14.33,161.6626060459826,156.74153464896034,0.857136179453707,0.198,2.35
1788846368.5371711,14.37,150.2280607270527,158.4850124713139,0.9258571534642918,0.188,2.35
1788846368.56874,14.4,140.6314525172467,156.33783324101628,0.9080233475163838,0.183,2.35
1788846368.5972664,14.43,135.92273742305795,156.59167335467822,0.7375080024857396,0.172,2.35
1788846368.627266,14.46,124.79789318857073,146.75053485594083,0.7151770878961166,0.171,2.35
1788846368.6723254,14.5,92.21499538840368,95.14222118585393,0.4036962510318905,0.171,2.35
1788846368.7028484,14.53,118.1781070728304,115.79119905441468,0.0931302233233161,0.159,2.313
1788846368.7348092,14.56,158.34878219878829,139.932329814783,0.1722818499030863,0.17,3.078
1788846368.764104,14.59,164.69999535379088,174.19913410511185,0.3337216153405227,0.169,2.502
1788846368.8056958,14.64,177.42366668974708,178.27370406328907,0.6796229681066057,0.167,2.185
1788846368.837644,14.67,165.3411687348209,173.52599985220152,0.7351799177195162,0.161,2.259
1788846368.8687062,14.7,117.11434997367608,25.925135886340776,0.6711159207376352,0.161,2.259
1788846368.9002604,14.73,106.12418430044488,5.346910059058531,0.4859617744102555,0.161,2.21
1788846368.9304078,14.76,177.08882529455298,179.7680453646363,0.2554968550233091,0.193,3.42
1788846368.9627297,14.79,177.70937809365333,176.32813138861965,1.203244787407981,0.193,2.169
1788846369.000252,14.83,176.13602514089277,176.9060078352388,1.431860642146121,0.199,2.091
1788846369.0312498,14.86,178.82294090301824,177.74121593095217,1.4048178066669674,0.183,2.193
1788846369.063059,14.89,179.28841535773097,178.3179426044268,1.6718485133027592,0.179,2.442
1788846369.0986624,14.93,177.3676468049568,179.21341115736786,1.7595607115108565,0.181,1.795
1788846369.1368763,14.97,176.99743062628085,178.57489454141472,1.992287244724112,0.189,1.783
